date,urban_temp,rural_temp,UHI_effect
2000-01-31,25.993428306022466,23.561983735470065,2.431444570552401
2000-02-29,24.77347139765763,21.784600960358812,2.988870437298818
2000-03-31,26.395377076201385,22.643755499285447,3.7516215769159373
2000-04-30,28.196059712816048,22.103998130682335,6.092061582133713
2000-05-31,24.731693250553327,21.941270486111577,2.7904227644417503
2000-06-30,24.78172608610164,24.84920419404205,-0.06747810794040987
2000-07-31,28.458425631014784,23.894030971930093,4.564394659084691
2000-08-31,26.88486945830582,21.824180809478694,5.060688648827124
2000-09-30,24.461051228130096,25.0391997508665,-0.5781485227364058
2000-10-31,26.53512008717193,23.88459904175322,2.65052104541871
2000-11-30,24.573164614375074,24.925724237677922,-0.35255962330284873
2000-12-31,24.618540492859488,24.589257683847222,0.02928280901226543
2001-01-31,26.08392454313207,21.702009978155854,4.381914564976217
2001-02-28,21.823439510684402,22.269637919606062,-0.44619840892165996
2001-03-31,22.250164334973935,24.914587210246527,-2.6644228752725923
2001-04-30,24.625424941518055,24.67074053086693,-0.04531558934887414
2001-05-31,23.774337759331154,23.438196812071705,0.3361409472594481
2001-06-30,26.47849466519055,23.744654766617565,2.7338398985729846
2001-07-31,24.083951848957575,26.095329791576848,-2.011377942619273
2001-08-31,23.125392597329416,22.38685722232834,0.7385353750010744
2001-09-30,28.931297537843108,24.69419476234008,4.237102775503029
2001-10-31,25.59844739902693,23.22561469513221,2.3728327038947192
2001-11-30,26.23505640937585,23.22463759354556,3.010418815830292
2001-12-31,23.300503627573086,25.887553703974383,-2.5870500764012974
2002-01-31,25.111234550949632,25.37083269797606,-0.25959814702642703
2002-02-28,26.47184517941973,25.377019272001277,1.0948259074184534
2002-03-31,23.998012845155394,26.39095761430866,-2.3929447691532673
2002-04-30,27.101396036691344,23.852007683265516,3.2493883534258288
2002-05-31,25.19872262016239,25.203905942589927,-0.005183322427537718
2002-06-30,25.866612500413446,23.249466486813088,2.617146013600358
2002-07-31,25.296586775541208,24.548332704976882,0.7482540705643252
2002-08-31,30.254556369017877,23.66971389126463,6.584842477753245
2002-09-30,26.573005550524133,24.153991929985438,2.4190136205386956
2002-10-31,24.534578142088197,25.180314050873825,-0.6457359087856283
2002-11-30,28.345089824206376,22.383558633533056,5.96153119067332
2002-12-31,24.308312700057954,28.234774551370922,-3.9264618513129683
2003-01-31,27.217727190009512,22.067965237000593,5.14976195300892
2003-02-28,22.93065975224045,21.681622774424536,1.2490369778159156
2003-03-31,24.243627902203137,26.456221747000136,-2.2125938447969986
2003-04-30,27.343722471738246,25.753325387925873,1.5903970838123733
2003-05-31,28.47693315999082,25.44823963410431,3.02869352588651
2003-06-30,27.39273656237994,25.48669101852856,1.9060455438513806
2003-07-31,26.86870343522352,24.235506454306172,2.633196980917347
2003-08-31,26.54779260882142,22.495491257028338,4.0523013517930835
2003-09-30,24.242956019265144,24.47160911638745,-0.22865309712230797
2003-10-31,25.810311583210584,22.99567657697578,2.8146350062348056
2003-11-30,26.378722458080425,26.3302394668355,0.04848299124492428
2003-12-31,29.464244452437832,24.115885236995723,5.348359215442109
2004-01-31,28.08723657913692,22.789005606414978,5.298230972721942
2004-02-29,23.92391968927453,23.82722831669401,0.09669137258051919
2004-03-31,28.14816793878959,25.325862908551247,2.8223050302383434
2004-04-30,26.779835439167368,23.40255089439205,3.3772845447753177
2004-05-31,26.246155999388083,22.915559208867137,3.3305967905209464
2004-06-30,28.873352577681736,25.077374422983823,3.795978154697913
2004-07-31,29.761999044991903,25.109933142217447,4.652065902774456
2004-08-31,29.612560238232398,23.636113649257737,5.97644658897466
2004-09-30,26.121564953554724,23.737923388763353,2.383641564791372
2004-10-31,27.231575248297574,25.174099874715274,2.0574753735822995
2004-11-30,28.562526862807125,21.84383131700535,6.718695545801776
2004-12-31,29.901090254244718,21.955072451246888,7.9460178029978294
2005-01-31,27.04165152430942,23.363111557495127,3.6785399668142915
2005-02-28,27.678682046672368,24.403105696576304,3.2755763500960633
2005-03-31,25.887330051987945,25.481815131196008,0.4055149207919371
2005-04-30,25.75758675183866,27.840712433899103,-2.0831256820604445
2005-05-31,29.825051644788395,26.63531924640404,3.189732398384354
2005-06-30,30.962480057141647,24.630122940073147,6.332357117068501
2005-07-31,28.155979756839333,24.94196758419462,3.2140121726447113
2005-08-31,30.35706579578405,23.00494127072438,7.3521245250596685
2005-09-30,29.123272050095267,25.00297372801522,4.120298322080046
2005-10-31,27.15976049078975,24.492682722159724,2.667077768630026
2005-11-30,29.222791211016826,25.74543712067618,3.477354090340647
2005-12-31,31.62607313293194,23.475538112895354,8.150535020036585
2006-01-31,28.5283479217801,26.198693028482346,2.3296548932977537
2006-02-28,31.77928731162801,28.255477826005155,3.5238094856228557
2006-03-31,23.46050979182051,25.002479703086284,-1.5419699112657739
2006-04-30,30.393805008750448,26.053423444197882,4.340381564552565
2006-05-31,28.974094136476342,26.660287983422226,2.3138061530541165
2006-06-30,28.251985299068266,24.507559056228327,3.744426242839939
2006-07-31,29.083521553071,25.788184963620832,3.2953365894501694
2006-08-31,24.974862170798215,25.39518480156359,-0.42032263076537646
2006-09-30,28.560656224324976,25.59535219709766,2.9653040272273152
2006-10-31,29.764225143023495,23.883980432289068,5.880244710734427
2006-11-30,32.05578808948303,25.509020348517886,6.546767740965144
2006-12-31,28.113459563452704,26.4859965824909,1.6274629809618055
2007-01-31,27.583012794213623,28.42228721559008,-0.8392744213764587
2007-02-28,28.246485912830927,27.468541652170416,0.7779442606605116
2007-03-31,31.13080423540415,29.886364915023112,1.244439320381037
2007-04-30,30.00750221931937,24.0753048742239,5.932197345095471
2007-05-31,28.340479592465922,27.384641273441357,0.955838319024565
2007-06-30,30.47653486622671,26.036684011476705,4.439850854750006
2007-07-31,29.69415509869608,30.079605866435344,-0.3854507677392647
2007-08-31,31.48728998106578,24.113403429289697,7.373886551776081
2007-09-30,28.195893812245295,24.080556315638447,4.115337496606848
2007-10-31,28.99467570680446,24.591214709111956,4.403460997692505
2007-11-30,28.915783693735683,21.572208551380385,7.343575142355299
2007-12-31,26.822970103735763,24.79848995663848,2.0244801470972824
2008-01-31,30.392240554129152,24.361734676892603,6.03050587723655
